epoch,train_loss,val_loss,val_iou,val_dice,val_precision,val_recall,lr,seconds,val_iou_en_echelon,val_iou_horsetail,val_iou_negative_flower,val_iou_positive_flower,val_iou_listric_assemblage
168,0.11986,0.11250,0.8060,0.8926,0.8861,0.8992,6.93e-06,64,0.9006,0.7904,0.7934,0.8279,0.6926
169,0.11936,0.11281,0.8049,0.8919,0.8861,0.8978,6.52e-06,64,0.8997,0.7883,0.7914,0.8268,0.6932
170,0.11941,0.11257,0.8056,0.8923,0.8862,0.8986,6.12e-06,64,0.9006,0.7890,0.7936,0.8271,0.6922
171,0.12011,0.11229,0.8060,0.8926,0.8859,0.8993,5.73e-06,64,0.9007,0.7902,0.7934,0.8281,0.6925
172,0.11946,0.11216,0.8062,0.8927,0.8867,0.8989,5.36e-06,64,0.9012,0.7907,0.7937,0.8278,0.6926
173,0.12026,0.11207,0.8064,0.8928,0.8877,0.8980,5.00e-06,64,0.9013,0.7909,0.7936,0.8278,0.6935
174,0.11908,0.11194,0.8063,0.8928,0.8868,0.8988,4.65e-06,64,0.9012,0.7905,0.7933,0.8281,0.6934
175,0.11944,0.11190,0.8062,0.8927,0.8870,0.8985,4.31e-06,64,0.9004,0.7906,0.7937,0.8281,0.6933
176,0.11884,0.11171,0.8068,0.8931,0.8888,0.8974,3.98e-06,64,0.9013,0.7912,0.7941,0.8281,0.6943
177,0.12047,0.11172,0.8063,0.8927,0.8862,0.8994,3.67e-06,64,0.9014,0.7905,0.7934,0.8274,0.6936
178,0.11900,0.11159,0.8066,0.8930,0.8869,0.8991,3.37e-06,64,0.9011,0.7911,0.7938,0.8280,0.6938
179,0.11794,0.11155,0.8067,0.8930,0.8876,0.8986,3.08e-06,64,0.9014,0.7905,0.7947,0.8280,0.6937
180,0.11865,0.11159,0.8063,0.8928,0.8860,0.8997,2.81e-06,64,0.9010,0.7898,0.7939,0.8277,0.6939
181,0.11794,0.11145,0.8067,0.8930,0.8877,0.8984,2.54e-06,64,0.9015,0.7909,0.7947,0.8277,0.6936
182,0.11812,0.11146,0.8072,0.8933,0.8900,0.8966,2.30e-06,64,0.9015,0.7916,0.7947,0.8285,0.6942
183,0.11874,0.11131,0.8066,0.8930,0.8858,0.9002,2.06e-06,64,0.9013,0.7910,0.7945,0.8278,0.6937
184,0.11788,0.11133,0.8071,0.8932,0.8885,0.8980,1.84e-06,64,0.9015,0.7916,0.7947,0.8283,0.6941
185,0.11800,0.11122,0.8070,0.8932,0.8871,0.8994,1.63e-06,64,0.9016,0.7914,0.7942,0.8282,0.6946
186,0.11841,0.11122,0.8072,0.8933,0.8886,0.8981,1.43e-06,64,0.9017,0.7914,0.7947,0.8286,0.6945
187,0.11883,0.11117,0.8072,0.8933,0.8879,0.8987,1.25e-06,64,0.9018,0.7913,0.7945,0.8285,0.6946
188,0.11818,0.11120,0.8071,0.8933,0.8878,0.8988,1.08e-06,64,0.9016,0.7915,0.7944,0.8284,0.6945
189,0.11768,0.11116,0.8072,0.8933,0.8882,0.8985,9.24e-07,64,0.9017,0.7918,0.7947,0.8285,0.6945
190,0.11772,0.11118,0.8073,0.8934,0.8886,0.8981,7.81e-07,64,0.9018,0.7918,0.7947,0.8284,0.6944
191,0.11924,0.11110,0.8071,0.8933,0.8878,0.8989,6.52e-07,64,0.9018,0.7915,0.7944,0.8284,0.6945
192,0.11827,0.11107,0.8072,0.8933,0.8880,0.8987,5.36e-07,64,0.9018,0.7914,0.7945,0.8284,0.6946
193,0.11809,0.11107,0.8072,0.8933,0.8879,0.8987,4.34e-07,64,0.9018,0.7916,0.7946,0.8285,0.6944
194,0.11849,0.11107,0.8072,0.8933,0.8881,0.8986,3.46e-07,64,0.9018,0.7916,0.7948,0.8285,0.6943
195,0.11811,0.11106,0.8073,0.8934,0.8882,0.8985,2.71e-07,64,0.9018,0.7917,0.7947,0.8286,0.6944
196,0.11844,0.11106,0.8073,0.8934,0.8884,0.8984,2.09e-07,64,0.9019,0.7916,0.7947,0.8286,0.6946
197,0.11731,0.11106,0.8072,0.8933,0.8880,0.8988,1.61e-07,64,0.9018,0.7916,0.7947,0.8285,0.6945
198,0.11808,0.11107,0.8072,0.8933,0.8880,0.8988,1.27e-07,64,0.9018,0.7916,0.7946,0.8285,0.6944
199,0.11827,0.11107,0.8072,0.8933,0.8881,0.8987,1.07e-07,64,0.9018,0.7917,0.7946,0.8285,0.6944
200,0.11757,0.11108,0.8072,0.8933,0.8881,0.8986,1.00e-07,64,0.9017,0.7916,0.7947,0.8286,0.6944
